PGA (g),PoE (IO Bare),PoE (IO Concrete Jacketing),PoE (LS Bare),PoE (LS Concrete Jacketing),PoE (CP Bare),PoE (CP Concrete Jacketing)
0.5705705706,0.9999999999,0.3722340765,0.9999999875,0.0005427090225,0.9980252275,6.56E-10
0.5725725726,0.9999999999,0.3800175203,0.9999999892,0.0005839056952,0.99819347,7.61E-10
0.5745745746,0.9999999999,0.3878224486,0.9999999907,0.0006278167977,0.9983480545,8.82E-10
0.5765765766,0.9999999999,0.3956455833,0.9999999919,0.0006745907763,0.9984900216,1.02E-09
0.5785785786,0.9999999999,0.4034836582,0.999999993,0.0007243822133,0.9986203397,1.18E-09
0.5805805806,0.9999999999,0.4113334218,0.999999994,0.0007773519669,0.9987399086,1.36E-09
0.5825825826,0.9999999999,0.4191916422,0.9999999948,0.0008336673099,0.9988495644,1.57E-09
0.5845845846,0.9999999999,0.4270551102,0.9999999955,0.0008935020641,0.9989500832,1.82E-09
0.5865865866,1,0.434920643,0.9999999961,0.0009570367323,0.9990421849,2.09E-09
0.5885885886,1,0.442785088,0.9999999967,0.001024458627,0.9991265368,2.41E-09
0.5905905906,1,0.450645326,0.9999999971,0.001095961992,0.9992037572,2.76E-09
0.5925925926,1,0.4584982744,0.9999999975,0.001171748127,0.9992744184,3.17E-09
0.5945945946,1,0.4663408904,0.9999999979,0.001252025498,0.9993390498,3.64E-09
0.5965965966,1,0.4741701742,0.9999999982,0.001337009851,0.9993981412,4.17E-09
0.5985985986,1,0.4819831716,0.9999999984,0.001426924312,0.9994521447,4.78E-09
0.6006006006,1,0.4897769767,0.9999999986,0.001521999493,0.9995014782,5.46E-09
0.6026026026,1,0.4975487351,0.9999999988,0.001622473579,0.9995465271,6.24E-09
0.6046046046,1,0.5052956455,0.999999999,0.001728592418,0.9995876471,7.13E-09
0.6066066066,1,0.5130149626,0.9999999991,0.001840609597,0.9996251659,8.13E-09
0.6086086086,1,0.5207039992,0.9999999992,0.001958786521,0.9996593855,9.26E-09
0.6106106106,1,0.5283601281,0.9999999993,0.00208339247,0.9996905839,1.05E-08
0.6126126126,1,0.5359807841,0.9999999994,0.002214704665,0.999719017,1.20E-08
0.6146146146,1,0.5435634658,0.9999999995,0.00235300831,0.9997449201,1.36E-08
0.6166166166,1,0.551105737,0.9999999996,0.002498596637,0.9997685096,1.55E-08
0.6186186186,1,0.5586052284,0.9999999996,0.002651770938,0.9997899842,1.76E-08
0.6206206206,1,0.566059639,0.9999999997,0.002812840586,0.9998095263,1.99E-08
0.6226226226,1,0.573466737,0.9999999997,0.002982123051,0.9998273036,2.25E-08
0.6246246246,1,0.5808243611,0.9999999998,0.003159943903,0.9998434696,2.55E-08
0.6266266266,1,0.5881304215,0.9999999998,0.00334663681,0.9998581652,2.88E-08
0.6286286286,1,0.5953829004,0.9999999998,0.003542543514,0.9998715196,3.25E-08
0.6306306306,1,0.6025798529,0.9999999999,0.003748013816,0.999883651,3.67E-08
0.6326326326,1,0.6097194077,0.9999999999,0.003963405532,0.9998946677,4.14E-08
0.6346346346,1,0.6167997671,0.9999999999,0.004189084446,0.9999046688,4.66E-08
0.6366366366,1,0.6238192077,0.9999999999,0.004425424257,0.9999137449,5.25E-08
0.6386386386,1,0.6307760804,0.9999999999,0.004672806505,0.999921979,5.91E-08
0.6406406406,1,0.6376688106,0.9999999999,0.004931620492,0.9999294466,6.64E-08
0.6426426426,1,0.644495898,0.9999999999,0.00520226319,0.9999362171,7.45E-08
0.6446446446,1,0.6512559165,0.9999999999,0.005485139139,0.9999423536,8.36E-08
0.6466466466,1,0.6579475142,1,0.005780660329,0.9999479137,9.38E-08
0.6486486486,1,0.6645694127,1,0.006089246076,0.99995295,1.05E-07
0.6506506507,1,0.671120407,1,0.006411322882,0.9999575105,1.18E-07
0.6526526527,1,0.6775993648,1,0.006747324285,0.9999616389,1.32E-07
0.6546546547,1,0.6840052258,1,0.007097690696,0.9999653751,1.47E-07
0.6566566567,1,0.6903370013,1,0.007462869228,0.9999687553,1.64E-07
0.6586586587,1,0.6965937731,1,0.007843313505,0.9999718125,1.83E-07
0.6606606607,1,0.7027746929,1,0.00823948347,0.9999745769,2.04E-07
0.6626626627,1,0.7088789812,1,0.008651845172,0.9999770759,2.28E-07
0.6646646647,1,0.7149059266,1,0.009080870544,0.9999793341,2.53E-07
0.6666666667,1,0.7208548844,1,0.009527037175,0.9999813744,2.82E-07
0.6686686687,1,0.7267252756,1,0.009990828062,0.9999832172,3.14E-07
0.6706706707,1,0.732516586,1,0.01047273136,0.9999848812,3.48E-07
0.6726726727,1,0.7382283648,1,0.0109732401,0.9999863833,3.87E-07
0.6746746747,1,0.743860223,1,0.01149285194,0.999987739,4.29E-07
0.6766766767,1,0.7494118328,1,0.01203206884,0.9999889622,4.76E-07
0.6786786787,1,0.7548829256,1,0.01259139681,0.9999900656,5.27E-07
0.6806806807,1,0.7602732913,1,0.01317134555,0.9999910606,5.84E-07
0.6826826827,1,0.7655827761,1,0.01377242818,0.9999919577,6.46E-07
0.6846846847,1,0.7708112817,1,0.01439516086,0.9999927664,7.14E-07
0.6866866867,1,0.7759587635,1,0.0150400625,0.9999934951,7.89E-07
0.6886886887,1,0.7810252293,1,0.0157076544,0.9999941516,8.71E-07
0.6906906907,1,0.7860107377,1,0.01639845986,0.9999947429,9.61E-07
0.6926926927,1,0.7909153966,1,0.01711300386,0.9999952754,1.06E-06
0.6946946947,1,0.7957393616,1,0.01785181269,0.9999957549,1.17E-06
0.6966966967,1,0.8004828347,1,0.01861541352,0.9999961864,1.29E-06
0.6986986987,1,0.8051460625,1,0.01940433405,0.9999965748,1.42E-06
0.7007007007,1,0.8097293346,1,0.02021910214,0.9999969242,1.56E-06
0.7027027027,1,0.8142329823,1,0.02106024534,0.9999972384,1.71E-06
0.7047047047,1,0.8186573769,1,0.02192829057,0.9999975211,1.88E-06
0.7067067067,1,0.8230029283,1,0.02282376362,0.9999977752,2.06E-06
0.7087087087,1,0.8272700831,1,0.02374718882,0.9999980037,2.26E-06
0.7107107107,1,0.8314593234,1,0.02469908854,0.999998209,2.48E-06
0.7127127127,1,0.8355711653,1,0.02567998284,0.9999983935,2.72E-06
0.7147147147,1,0.8396061571,1,0.02669038897,0.9999985592,2.98E-06
0.7167167167,1,0.8435648779,1,0.02773082099,0.9999987081,3.26E-06
0.7187187187,1,0.8474479364,1,0.02880178933,0.9999988418,3.56E-06
0.7207207207,1,0.851255969,1,0.02990380032,0.9999989618,3.90E-06
0.7227227227,1,0.8549896387,1,0.0310373558,0.9999990696,4.26E-06
0.7247247247,1,0.8586496335,1,0.03220295264,0.9999991663,4.65E-06
0.7267267267,1,0.8622366648,1,0.03340108233,0.999999253,5.07E-06
0.7287287287,1,0.8657514666,1,0.03463223054,0.9999993309,5.53E-06
0.7307307307,1,0.8691947936,1,0.03589687666,0.9999994007,6.03E-06
0.7327327327,1,0.8725674201,1,0.03719549339,0.9999994634,6.56E-06
0.7347347347,1,0.8758701385,1,0.03852854629,0.9999995195,7.15E-06
0.7367367367,1,0.8791037582,1,0.03989649335,0.9999995699,7.77E-06
0.7387387387,1,0.8822691045,1,0.04129978457,0.999999615,8.45E-06
0.7407407407,1,0.885367017,1,0.04273886152,0.9999996555,9.19E-06
0.7427427427,1,0.8883983486,1,0.04421415694,0.9999996917,9.98E-06
0.7447447447,1,0.8913639642,1,0.04572609429,0.9999997242,1.08E-05
0.7467467467,1,0.8942647399,1,0.04727508736,0.9999997533,1.18E-05
0.7487487487,1,0.8971015614,1,0.04886153988,0.9999997793,1.27E-05
0.7507507508,1,0.8998753236,1,0.05048584507,0.9999998027,1.38E-05
0.7527527528,1,0.9025869286,1,0.05214838529,0.9999998235,1.50E-05
0.7547547548,1,0.9052372857,1,0.05384953163,0.9999998422,1.62E-05
0.7567567568,1,0.9078273096,1,0.05558964353,0.999999859,1.75E-05
0.7587587588,1,0.9103579201,1,0.05736906843,0.999999874,1.90E-05
0.7607607608,1,0.9128300405,1,0.05918814138,0.9999998874,2.05E-05
0.7627627628,1,0.9152445974,1,0.06104718469,0.9999998994,2.22E-05
0.7647647648,1,0.9176025193,1,0.0629465076,0.9999999101,2.39E-05
0.7667667668,1,0.9199047362,1,0.06488640593,0.9999999197,2.58E-05
0.7687687688,1,0.9221521785,1,0.06686716174,0.9999999282,2.79E-05
0.7707707708,1,0.9243457763,1,0.06888904306,0.9999999359,3.01E-05
0.7727727728,1,0.9264864586,1,0.07095230354,0.9999999428,3.24E-05
0.7747747748,1,0.9285751529,1,0.07305718216,0.9999999489,3.49E-05
0.7767767768,1,0.9306127842,1,0.07520390299,0.9999999544,3.76E-05
0.7787787788,1,0.9326002744,1,0.07739267485,0.9999999593,4.04E-05
0.7807807808,1,0.9345385419,1,0.07962369113,0.9999999637,4.35E-05
0.7827827828,1,0.9364285008,1,0.08189712949,0.9999999676,4.68E-05
0.7847847848,1,0.9382710603,1,0.08421315163,0.9999999711,5.02E-05
0.7867867868,1,0.9400671243,1,0.0865719031,0.9999999742,5.40E-05
0.7887887888,1,0.941817591,1,0.08897351306,0.999999977,5.79E-05
0.7907907908,1,0.943523352,1,0.09141809411,0.9999999794,6.22E-05
0.7927927928,1,0.9451852925,1,0.0939057421,0.9999999817,6.67E-05
0.7947947948,1,0.9468042901,1,0.09643653595,0.9999999836,7.15E-05
0.7967967968,1,0.948381215,1,0.09901053754,0.9999999854,7.66E-05
0.7987987988,1,0.9499169294,1,0.1016277915,0.999999987,8.21E-05
0.8008008008,1,0.9514122871,1,0.1042883252,0.9999999884,8.79E-05
0.8028028028,1,0.9528681332,1,0.1069921485,0.9999999897,9.41E-05
0.8048048048,1,0.9542853039,1,0.1097392537,0.9999999908,0.0001006411839
0.8068068068,1,0.955664626,1,0.1125296156,0.9999999918,0.0001076136565
0.8088088088,1,0.9570069169,1,0.1153631912,0.9999999927,0.0001150188369
0.8108108108,1,0.958312984,1,0.1182399198,0.9999999935,0.0001228801582
0.8128128128,1,0.9595836249,1,0.121159723,0.9999999942,0.0001312221121
0.8148148148,1,0.9608196267,1,0.1241225045,0.9999999948,0.0001400702846
0.8168168168,1,0.9620217664,1,0.1271281503,0.9999999954,0.000149451393
0.8188188188,1,0.9631908103,1,0.1301765284,0.9999999959,0.0001593933232
0.8208208208,1,0.9643275137,1,0.1332674892,0.9999999963,0.0001699251678
0.8228228228,1,0.9654326215,1,0.1364008654,0.9999999967,0.0001810772649
0.8248248248,1,0.9665068671,1,0.1395764718,0.9999999971,0.0001928812374
0.8268268268,1,0.9675509731,1,0.1427941058,0.9999999974,0.0002053700325
0.8288288288,1,0.968565651,1,0.1460535471,0.9999999977,0.0002185779627
0.8308308308,1,0.9695516007,1,0.1493545579,0.9999999979,0.0002325407461
0.8328328328,1,0.9705095111,1,0.1526968832,0.9999999982,0.0002472955483
0.8348348348,1,0.9714400595,1,0.1560802505,0.9999999984,0.0002628810238
0.8368368368,1,0.9723439119,1,0.1595043706,0.9999999986,0.0002793373591
0.8388388388,1,0.9732217229,1,0.1629689369,0.9999999987,0.0002967063145
0.8408408408,1,0.9740741356,1,0.1664736262,0.9999999989,0.0003150312679
0.8428428428,1,0.9749017817,1,0.1700180987,0.999999999,0.0003343572584
0.8448448448,1,0.9757052815,1,0.1736019981,0.9999999991,0.0003547310293
0.8468468468,1,0.9764852438,1,0.1772249519,0.9999999992,0.000376201073
0.8488488488,1,0.9772422661,1,0.1808865712,0.9999999993,0.000398817675
0.8508508509,1,0.9779769346,1,0.1845864518,0.9999999994,0.0004226329582
0.8528528529,1,0.9786898242,1,0.1883241736,0.9999999994,0.0004477009282
0.8548548549,1,0.9793814986,1,0.192099301,0.9999999995,0.0004740775172
0.8568568569,1,0.9800525103,1,0.1959113836,0.9999999995,0.0005018206297
0.8588588589,1,0.9807034008,1,0.1997599559,0.9999999996,0.000530990187
0.8608608609,1,0.9813347004,1,0.203644538,0.9999999996,0.0005616481722
0.8628628629,1,0.9819469287,1,0.2075646356,0.9999999997,0.0005938586749
0.8648648649,1,0.9825405944,1,0.2115197403,0.9999999997,0.0006276879358
0.8668668669,1,0.9831161955,1,0.2155093302,0.9999999997,0.0006632043917
0.8688688689,1,0.9836742194,1,0.2195328698,0.9999999998,0.0007004787193
