PGA (g),PoE(IO),PoE(LS),PoE(CP)
0.09009009009009009,5.683380477142351e-06,1.7757164350796671e-15,1.1689576913353249e-32
0.0920920920920921,1.0139107735253363e-05,6.302943842098575e-15,9.318376809822754e-32
0.0940940940940941,1.7596741191586218e-05,2.1245889268057377e-14,6.896982594266693e-31
0.0960960960960961,2.9754839827983686e-05,6.81930183506913e-14,4.757536640957626e-30
0.0980980980980981,4.908889276370004e-05,2.0894344017941822e-13,3.0691948580795606e-29
0.10010010010010009,7.911787163421491e-05,6.125721886912046e-13,1.8578015605519862e-28
0.1021021021021021,0.00012472655590348289,1.7221594823264014e-12,1.0583436356186154e-27
0.1041041041041041,0.00019254333329810655,4.652244922639151e-12,5.690377798879552e-27
0.1061061061061061,0.00029136907317608936,1.2099106505893623e-11,2.895333177027305e-26
0.10810810810810811,0.00043264790276677576,3.0347398792978576e-11,1.3976000298575586e-25
0.11011011011011011,0.0006309655891921506,7.353510158443394e-11,6.41522008056384e-25
0.11211211211211211,0.0009045561336390474,1.7240746531256062e-10,2.8063420772577083e-24
0.11411411411411411,0.0012757925600642062,3.9169460494205487e-10,1.1723829531135207e-23
0.11611611611611611,0.0017716341821323802,8.635217914347839e-10,4.686463939634269e-23
0.11811811811811812,0.0024240002764327694,1.8497034249225002e-09,1.7958352468132643e-22
0.12012012012012012,0.0032700394159101073,3.8545201838653844e-09,6.608252787515647e-22
0.12212212212212212,0.004352264946850276,7.823194002287713e-09,2.338931309845707e-21
0.12412412412412413,0.005718530304925157,1.5481801512900637e-08,7.975020402080176e-21
0.12612612612612611,0.007421822985118259,2.9904357688917875e-08,2.6234109466997372e-20
0.12812812812812813,0.009519862779350267,5.6435285004956106e-08,8.337272456809959e-20
0.13013013013013014,0.012074498012363573,1.0415383184593839e-07,2.5631634698096323e-19
